x,y,class
3.4881180516022736,5.601512890221541,0
2.3654274092047083,5.344964924153189,0
3.210462380669541,4.733513088860021,0
2.6903600526913616,5.379363939462163,0
1.6290538702193027,5.132013852896189,0
3.645461094008,5.025316373316229,0
4.7143476686024,5.342681646609989,0
3.6603821681178355,4.475222834379682,0
3.475693935000021,5.5036558978236725,0
4.655336320730871,4.9629957052242215,0
2.7747205536976036,4.852864909738745,0
5.0672283530385664,4.764211918255851,0
3.691947807164254,4.782784437354966,0
5.681273738940708,5.158794277583485,0
5.8381594742145655,4.880960201097798,0
4.473694393621521,5.007162069296691,0
3.8991971465877535,5.333372860868613,0
5.256559811357556,4.900704179446332,0
4.990097271975207,5.241811142743515,0
4.826539389561679,4.851790072253129,0
6.689847855493966,5.063495070395803,0
3.4996788337764504,4.8627989488669225,0
6.107554163210836,4.3112410748087875,0
4.962456140430671,5.002213480712573,0
4.7444978573722745,4.794934259607999,0
3.9208383340103077,4.841788752851043,0
3.2730644313245514,5.348943051061918,0
5.518833787937406,4.979955566875875,0
3.9008089911678145,5.1437406752708235,0
3.427406456314271,4.717238638942761,0
4.313529755632248,4.705328074671071,0
4.203262149250687,5.005258586548488,0
4.562151322196916,5.007923697498349,0
5.1106262680614964,5.018113886996711,0
3.7631422883842944,4.942184962201242,0
4.214982109586731,4.9618658333541275,0
4.287289943725135,5.254085441668756,0
3.9110030607551307,5.110356836240879,0
4.477415216024666,4.7517544147822335,0
0.25812562300229414,8.51658379399798,2
2.550994802071134,10.02779824905334,2
-1.2422546760482716,10.058493427908425,2
0.11781247986826282,10.333229659610103,2
1.1588237573572484,11.07623803720665,2
-0.0694848741059253,10.058283432611645,2
-0.3550977432903203,9.559847670501878,2
-0.027253152442633377,9.692219512253095,2
0.10729381569391361,9.274763825841116,2
1.72633439322885,11.015190264275795,2
2.117065330176622,10.395698712950024,2
0.3114358354067319,10.535836659527053,2
-1.4597968435265838,9.677141887424805,2
-1.247657947128531,10.740334482402869,2
0.278773040872439,9.613126621991904,2
-1.7735835722798794,9.559271997141208,2
-0.4883026191982267,8.023808264210889,2
-0.3703011368898078,10.34286650678968,2
0.684943943429205,10.478657228871372,2
0.09773380508201598,9.844308843949165,2
0.4208788873043565,11.564417723545823,2
0.8002734571065272,9.667654327785517,2
-1.1659921984810806,9.451501218332362,2
-0.043140178847536126,8.826123112729864,2
0.32274353912405185,9.736175888272653,2
-0.017293737722371638,11.431127008157596,2
-0.01137073347471379,9.300856978980898,2
0.20912405916583898,10.128436781352061,2
-0.385998579371023,8.944626614568342,2
1.3525832165417309,9.752960889388719,2
-1.6593780172564365,9.856384313635202,2
0.8186833640357607,9.284575745823565,2
1.4202436667211444,9.914126554264998,2
2.048117502917463,8.229657246827804,2
-1.141400660508287,9.743908766275451,2
-0.6227656338907392,8.584417622004754,2
-0.44444892308217476,9.586970630896676,2
0.5619195730024229,11.110510803087084,2
1.1543700923558609,8.720720248903206,2
-0.6295320048737187,9.826642073950971,2
0.5374940069113094,11.1280703969087,2
0.8668116291510167,8.907475619615568,2
-0.6299672461301684,9.942043110833332,2
0.2984677064204101,9.684750841042987,2
-0.5465123750259002,9.469399508345633,2
0.8589805784539386,9.638682438362583,2
-1.3162562301374672,11.047608820544907,2
0.99010653855115,9.86479291295442,2
-1.4651481198062473,10.141539536855358,2
-1.3620892789589902,9.375975433014704,2
0.40503215139031534,9.848370006784059,2
-1.797082190445352,8.316734262645713,2
0.34349976965386725,9.928251678503024,2
-0.7313179966048078,7.813574335949648,2
2.03956883044087,10.574998420599446,2
-0.7130345332124945,12.14790942822904,2
2.1731237979832674,9.148542474575956,2
1.4472600062299668,10.956172697357168,2
-0.631086626827023,9.677224459829587,2
-0.9349715388371013,9.52043425788275,2
-0.13316396063668368,10.342041077397779,2
-0.8917668014204425,10.291709738376221,2
-0.04304466699404916,8.528289527121078,2
1.3452601897492285,9.832879187522796,2
2.0443665188088693,12.66784691582021,2
-1.0673199753400429,8.443572986269775,2
-11.116036809355014,-6.901247049952882,1
-13.390168666618525,-7.129828216593603,1
-9.803799225366397,-7.300156230347527,1
-2.4572914585787844,-6.74133211469054,3
-6.397177590385796,-7.553883111775373,1
-10.636562219670461,-6.896279554892534,1
-9.993091178737393,-6.993638746170254,1
-9.798774009228953,-7.117468764264112,1
-9.824700194893978,-6.8759515331159715,1
-11.81651335286042,-7.348438829957436,1
-8.81418070694308,-6.731885905545395,1
-2.740611714433798,-7.360491795976019,3
-10.636677708195208,-7.097166260563825,1
-12.004798947735898,-7.250485699934535,1
-1.5204859819664183,-6.4739349503754235,3
-10.009709058270714,-7.457969378563809,1
-13.895969115945457,-6.997400370868655,1
-7.077293129904305,-7.2067536707319535,1
-13.76288400799077,-6.828124436480135,1
-10.989711455710589,-6.905771606478602,1
-12.308690083482947,-7.008955170007635,1
-8.488842760033041,-6.9718156523920545,1
-11.164695805285412,-7.291628030400372,1
-9.275805698417408,-6.732642989014766,1
-6.996658939525998,-6.86523787224668,1
-9.104700770119397,-7.211915023653443,1
-9.313829088134964,-6.71467899483779,1
-11.379098237131679,-7.105919025598711,1
-10.697149582590733,-6.758575419752754,1
-7.765610622962582,-6.882289353032644,1
-8.31880002442212,-7.021905088617701,1
-12.066808650419285,-6.876033305784341,1
-7.216096282157947,-6.492755463153383,1
-9.639806901151069,-7.27095808494176,1
-9.388684140596329,-6.879182505916678,1
-8.728936676264127,-6.903560372110067,1
-13.162331700040918,-7.226588157338963,1
-8.224589397258304,-6.941309846986273,1
-12.627162834074369,-6.631868866185382,1
-5.571907928352994,-6.826297653707579,1
-7.91450365816228,-7.285216064256026,1
-8.097811889940921,-6.643805516475848,1
-5.802984629596206,-6.870238291238193,1
-8.229887260764368,-7.443362369687627,1
-7.600357125848681,-6.716576866215842,1
-10.410026905777434,-7.06947045019729,1
-14.316013791064494,-6.987320640556724,1
-10.250563572546065,-6.673028630895534,1
-6.86029673338749,-7.101425658099735,1
-6.945711341648339,-6.549898088004133,1
-14.108252465320254,-7.150955502584174,1
-10.801951104308245,-6.798577368099147,1
-10.463837337562317,-6.837345038832258,1
-8.971930419739712,-6.672702999147814,1
-9.120406333322599,-7.086619601238703,1
-5.340144391075543,-7.139184898265405,1
-11.020383538145037,-7.032314507648937,1
-13.257723336153301,-7.076575725079331,1
-9.163831326110119,-7.110269942846486,1
-13.315796700267901,-7.086878117593819,1
-5.014288618407344,-6.552046812673789,1
-4.202618688350979,-6.924369471357285,3
-10.42411920046742,-6.968129861322695,1
-12.976154054157526,-7.169724604326929,1
-15.086374766549442,-6.672704720200894,1
-7.315827832619192,-7.070915562680844,1
-11.043439407102728,-6.356656366764803,1
-14.078749347158453,-6.948331607101848,1
-8.87341628219755,-7.311599949757286,1
-7.413872345787517,-7.2167070350552365,1
-10.831961593561191,-6.953372122680993,1
-8.899104659313467,-7.470021448459583,1
-11.079855104627315,-7.0446508609015615,1
-9.3407679484089,-6.996695662029958,1
-11.58726333690777,-6.768799981716169,1
-11.732456730819777,-6.884526683627516,1
-8.964256010189404,-7.45686278340517,1
-10.390303869036263,-7.341935876019781,1
-3.841567471941296,-6.444330982782822,3
-14.138321988335521,-6.628546341766393,1
-5.3028390754615815,-6.796726336489743,1
-11.899280348482844,-6.909899219113173,1
-13.69926300002664,-7.335565255928064,1
-1.580549911579002,-6.680739202697988,3
-9.059546906359312,-6.954870235389868,1
-3.873106117404838,-6.910814671732951,3
-9.018579806530825,-7.707790322681845,1
-12.02229681802762,-7.0071585074108365,1
-6.081677935309052,-6.888300465795336,1
-11.80360240809496,-6.9803385631126975,1
-9.971206822791295,-6.785425697812927,1
-5.144495422149388,-7.301668226937561,1
-8.938190952611851,-7.234571481892623,1
-8.960636448381875,-6.7233346223971715,1
-10.151750733090076,-7.0787545421664815,1
-12.391269443297363,-6.892313480624581,1
-10.19546117012112,-6.780062963332706,1
-12.203348614630178,-7.088106417362671,1
-9.917578617034257,-7.05479143568803,1
-10.005254643554517,-6.538164820327193,1
-1.1301824453079994,-0.6474526820133617,3
-2.215011449967043,-0.30120111114610426,3
-2.6226607128812116,-1.0007071693971958,3
-0.2269563645288003,-2.007429325684326,3
-0.4143700172471849,-1.9371672616958624,3
1.9552803521102688,-0.9480784922679633,3
-1.795002479386497,-1.397490144775439,3
-0.8310365794617708,-0.5488432349308531,3
-0.8668538239645301,-2.535994431939227,3
0.30423708964863083,-0.4630927264421767,3
1.5971407616883928,-1.239569806498947,3
4.175634413753803,-1.7564522973327077,3
-0.2250882206730685,-1.8996899379642238,3
1.3385101546647928,-0.5738993519835823,3
1.8670886221761709,-1.3237335807930712,3
-3.1808911344789608,-1.1790809303199388,3
-2.0474456099579283,-2.2972135851013373,3
-3.377849711448206,-2.052209098267399,3
-2.8272057279530074,-0.705544951371597,3
0.2502315638958028,1.3247368151324714,3
1.4231663004916246,-2.3480043463821763,3
-0.13669228722451598,0.145159319948023,3
3.196573931370446,-2.8508614373367887,3
